tract,manhole,parcel,severity,cp_pos,cp_din,cp_dout,cp_fpipe,cp_owner,cp_cross,cp_keep,x,y,decision,comment
Tract 22,54900,225849#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 22,54900,225850#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 22,54900,225851#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 22,54900,225852#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 22,54900,225853#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 22,54900,225854#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 22,54900,225855#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 22,54900,225856#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 22,54900,225857#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 22,54900,225858#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 22,54900,225859#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 22,54900,225860#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 22,54900,225861#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 22,54900,225862#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 22,54900,225863#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 22,54900,225864#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 22,54900,233651#0,warning,border,16.8,19.3,12899,,0,1.0,2030484.41,818992.34,,
Tract 22,54900,235069#0,review_required,border,27.6,22.3,56845,,0,1.0,2030426.7,818774.36,,
Tract 22,54900,235070#0,review_required,border,27.6,22.3,56845,,0,1.0,2030426.7,818774.36,,
Tract 22,54900,235071#0,review_required,border,27.6,22.3,56845,,0,1.0,2030426.7,818774.36,,
Tract 22,54900,235072#0,review_required,border,27.6,22.3,56845,,0,1.0,2030426.7,818774.36,,
Tract 22,54900,235073#0,review_required,border,27.6,22.3,56845,,0,1.0,2030426.7,818774.36,,
Tract 22,54900,235074#0,review_required,border,27.6,22.3,56845,,0,1.0,2030426.7,818774.36,,
Tract 22,54900,235075#0,review_required,border,27.6,22.3,56845,,0,1.0,2030426.7,818774.36,,
Tract 22,54900,235076#0,review_required,border,27.6,22.3,56845,,0,1.0,2030426.7,818774.36,,
Tract 22,54900,235077#0,review_required,border,27.6,22.3,56845,,0,1.0,2030426.7,818774.36,,
Tract 22,54900,235078#0,review_required,border,27.6,22.3,56845,,0,1.0,2030426.7,818774.36,,
Tract 22,54900,235079#0,review_required,border,27.6,22.3,56845,,0,1.0,2030426.7,818774.36,,
Tract 22,54900,235080#0,review_required,border,27.6,22.3,56845,,0,1.0,2030426.7,818774.36,,
Tract 22,54900,235081#0,review_required,border,27.6,22.3,56845,,0,1.0,2030426.7,818774.36,,
Tract 22,54900,235082#0,review_required,border,27.6,22.3,56845,,0,1.0,2030426.7,818774.36,,
Tract 22,54900,235083#0,review_required,border,27.6,22.3,56845,,0,1.0,2030426.7,818774.36,,
Tract 22,54900,235084#0,review_required,border,27.6,22.3,56845,,0,1.0,2030426.7,818774.36,,
Tract 22,54900,235085#0,review_required,border,27.6,22.3,56845,,0,1.0,2030426.7,818774.36,,
Tract 22,54900,235086#0,review_required,border,27.6,22.3,56845,,0,1.0,2030426.7,818774.36,,
Tract 22,54900,235606#0,review_required,inner,28.7,18.3,12815,,0,1.0,2029445.03,817439.93,,
Tract 22,54900,243586#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243588#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243589#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243590#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243591#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243592#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243593#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243594#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243595#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243596#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243597#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243598#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243599#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243600#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243601#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243602#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243603#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243604#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243605#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243606#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243607#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243608#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243609#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243610#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243611#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243612#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243613#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243614#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243615#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243616#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243617#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243618#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243619#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243620#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243621#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243622#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243623#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243624#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243625#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243626#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243627#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243628#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243629#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243630#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243631#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243632#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243633#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243634#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243635#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243636#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243637#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243638#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243639#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243640#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243641#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243642#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243643#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 22,54900,243644#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
